asset,name,px
NAS0728,DexCom,94.19
NAS0729,Destination XL Group,5.62
NAS0730,Dex Media,0.27
NAS0731,DXP Enterprises,28.01
NAS0732,Dixie Group,10.02
NAS0733,Dyax,23.69
NAS0734,Dynatronics,3
NAS0735,Dynasil of America,1.44
NAS0736,Electronic Arts,67.91
NAS0737,Erickson,3.37
NAS0738,Auris Medical Holding,4.86
NAS0739,eBay,27.25
NAS0740,Eleven Biotherapeutics,3.55
NAS0741,Ebix,28.21
NAS0742,Eagle Bancorp Montana,11.54
NAS0743,Meridian Bancorp,12.64
NAS0744,Enterprise Bancorp,21.14
NAS0745,E-compass Acquisition Un,10.1
NAS0746,Echo Global Logistics,23.01
NAS0747,US Ecology,49.42
NAS0748,Encore Capital Group,40.13
NAS0749,Echo Therapeutics,1.49
NAS0750,Endocyte,5.28
NAS0751,EDAP TMS ADR,3.6
NAS0752,Edgewater Technology,7.01
NAS0753,Educational Development,5.55
NAS0754,Euronet Worldwide,65.62
NAS0755,Ecology&Environment,11.28
NAS0756,Electronics for Imaging,44.09
NAS0757,Energy Focus,22
NAS0758,Enterprise Financial Services,23.84
NAS0759,e-Future Information Technology,4.68
NAS0760,eGain,3.64
NAS0761,Eagle Bancorp,41.91
NAS0762,8X8,7.84
NAS0763,Eagle Bulk Shipping,6.51
NAS0764,Egalet,10.66
NAS0765,NIC,18.9
NAS0766,Eagle Pharmaceuticals,83.67
NAS0767,Entertainment Gaming Asia,2.14
NAS0768,eHealth,14.42
NAS0769,Endurance International Group Holdings,15.55
NAS0770,Electrum Special Acquisition WT,0.26
NAS0771,Endologix,13.04
NAS0772,EarthLink Holdings,8.45
NAS0773,Echelon,0.56
NAS0774,Syneron Medical,9.53
NAS0775,Electro Rent,10.71
NAS0776,Electro-Sensors,4
NAS0777,Eltek,1.34
NAS0778,Emclaire Financial,23.06
NAS0779,EMC Insurance Group,23.2
NAS0780,Elbit Imaging,1.27
NAS0781,Emcore,7.06
NAS0782,Eastern,16.47
NAS0783,Emmis Communications Cl A,1.12
NAS0784,Endo International,78.7
NAS0785,Entegra Financial,17.63
NAS0786,ENGlobal,1
NAS0787,EnerNOC,9.35
NAS0788,Enphase Energy,4.58
NAS0789,Ensign Group,47.21
NAS0790,Global Eagle Entertainment,11.77
NAS0791,Enanta Pharmaceuticals,41.18
NAS0792,Entegris,13.7
NAS0793,Entellus Medical,22.19
NAS0794,Envivio,1.85
NAS0795,Enzon Pharmaceuticals,1.05
NAS0796,Enzymotec,9.69
NAS0797,Ambassadors Group,2.69
NAS0798,Bottomline Technologies,26.94
NAS0799,EPIQ Systems,12.94
NAS0800,Essa Pharma,6
NAS0801,EPIRUS Biopharmaceuticals,5.3
NAS0802,Epizyme,20.1
NAS0803,Equinix,268.78
NAS0804,Eldorado Resorts,9.7
NAS0805,Ericsson ADR,9.95
NAS0806,Erie Indemnity Cl A,82.68
NAS0807,Energy Recovery,2.69
NAS0808,Eagle Rock Energy Partners,1.54
NAS0809,Empire Resources,2.83
NAS0810,Elmira Savings Bank,19.66
NAS0811,Escalade,18
NAS0812,Escalera Resources,0.09
NAS0813,Euroseas,5.37
NAS0814,Eco-Stim Energy Solutions,3.22
NAS0815,Enstar Group,146.02
NAS0816,Electro Scientific Industries,4.43
NAS0817,Elbit Systems,76.63
NAS0818,Escalon Medical,1.31
NAS0819,Essendant,34.46
NAS0820,Esperion Therapeutics,52.51
NAS0821,Express Scripts Holding,84.46
NAS0822,ESSA Bancorp,12.81
NAS0823,Essex Rental,0.45
NAS0824,Community Bankers Trust,5.06
NAS0825,E*TRADE Financial,26.53
NAS0826,EnteroMedics,0.27
NAS0827,Etsy,14.82
NAS0828,Lombard Medical,3.76
NAS0829,Eastern Virginia Bankshares,6.6
NAS0830,EV Energy Partners,8.29
NAS0831,Ever-Glory International Group,3.75
NAS0832,EVINE Live Cl A,2.68
NAS0833,Evoke Pharma,3.75
NAS0834,Evolving Systems,5.98
NAS0835,East West Bancorp,40.36
NAS0836,Exa,11.19
NAS0837,Exactech,18.64
NAS0838,EXACT Sciences,22.34
NAS0839,Exelixis,6.05
NAS0840,EXFO,2.98
NAS0841,Exterran Partners,20.96
NAS0842,ExlService Holdings,36.47
NAS0843,Expeditors International of Washington,49.66
NAS0844,Expedia,116.51
NAS0845,Exponent,42.71
NAS0846,Extreme Networks,2.8
NAS0847,Energy XXI,1.81
NAS0848,Eyegate Pharmaceuticals,3.59
NAS0849,Second Sight Medical Products,9.96
NAS0850,EZchip Semiconductor,22.56
NAS0851,Ezcorp Cl A,5.83
NAS0852,FalconStor Software,1.76
NAS0853,Diamondback Energy,66.56
NAS0854,Farmer Bros.,22.94
NAS0855,FARO Technologies,38.01
NAS0856,Fastenal,38.69
NAS0857,Fate Therapeutics,7.21
NAS0858,Facebook Cl A,91.01
NAS0859,Fortress Biotech,2.88
NAS0860,First Business Financial Services,44.1
NAS0861,First Bancshares,17.1
NAS0862,First Bancorp (North Carolina),16.95
NAS0863,First Connecticut Bancorp,17.21
NAS0864,FBR,22.28
NAS0865,Fauquier Bankshares,15.29
NAS0866,First Capital,26.77
NAS0867,First Community Bancshares (Nevada),17.49
NAS0868,First Community (South Carolina),12
NAS0869,1st Constitution Bancorp,11.54
NAS0870,FuelCell Energy,0.8
NAS0871,First Community Financial Partners,6.94
NAS0872,First Cash Financial Services,39.83
NAS0873,First Clover Leaf Financial,9.05
NAS0874,First Citizens Bancshares Cl A,238.6
NAS0875,Fairchild Semiconductor International,13.71
NAS0876,Fibrocell Science,5.74
NAS0877,1st Century Bancshares,7.96
NAS0878,First Capital Bancorp,4.61
NAS0879,First Defiance Financial,37.44
NAS0880,Federal-Mogul Holdings,8.72
NAS0881,FEI,75.72
NAS0882,Frequency Electronics,11
NAS0883,Franklin Electric,29.23
NAS0884,Fenix Parts,9.97
NAS0885,Forbes Energy Services,0.94
NAS0886,FireEye,39.19
NAS0887,First Financial Bancorp (Ohio),18.28
NAS0888,Fuwei Films Holdings,1.05
NAS0889,Flushing Financial,19.73
NAS0890,First Financial Bankshares,30.67
NAS0891,F5 Networks,122.97
NAS0892,Farmers Capital Bank,25.89
NAS0893,First Federal of Northern Michigan Bancorp,6.19
NAS0894,First Financial Northwest,12.06
NAS0895,First Foundation,21.37
NAS0896,FibroGen,24.58
NAS0897,Female Health,1.37
NAS0898,First Interstate BancSystem,26.22
NAS0899,Finish Line Cl A,26.61
NAS0900,Financial Institutions,24.52
NAS0901,Fiserv,86.78
NAS0902,Fifth Third Bancorp,19.97
NAS0903,Five Below,38.5
NAS0904,Five9,4.03
NAS0905,National Beverage,25.83
NAS0906,Fluidigm,11.7
NAS0907,Flextronics International,10.6
NAS0908,First of Long Island,25.26
NAS0909,Flir Systems,28.57
NAS0910,Flex Pharma,12.41
NAS0911,Full House Resorts,1.51
NAS0912,Flamel Technologies ADR,22.03
NAS0913,1-800-FLOWERS.COM Cl A,8.91
NAS0914,Flexion Therapeutics,25.29
NAS0915,Flexsteel Industries,32.15
NAS0916,First Midwest Bancorp,17.43
NAS0917,FirstMerit,17.81
NAS0918,Foundation Medicine,23.8
NAS0919,Farmers National Banc,8.27
NAS0920,First NBC Bank Holding,34.63
NAS0921,First Niagara Financial Group,9.15
NAS0922,Financial Engines,33.23
NAS0923,Federated National Holding,21.79
NAS0924,Finjan Holdings,1.9
NAS0925,First Bancorp,18.73
NAS0926,Finisar,15.77
NAS0927,First Northwest Bancorp,11.85
NAS0928,Fogo de Chao,19.23
NAS0929,Amicus Therapeutics,14.87
NAS0930,Foamix Pharmaceuticals,10.18
NAS0931,Fonar,9.7
NAS0932,Forward Industries,1.67
NAS0933,FormFactor,6.53
NAS0934,Forrester Research,31.88
NAS0935,Formula Systems (1985) ADR,30.33
NAS0936,Fossil Group,61.6
NAS0937,21st Century Fox Cl B,28.08
NAS0938,21st Century Fox Cl A,27.92
NAS0939,Fox Factory Holding,15.18
NAS0940,Five Prime Therapeutics,19.37
NAS0941,Francesca's Holdings,11.17
NAS0942,First Bank,6.08
NAS0943,Republic First Bancorp,3.53
NAS0944,Fred's,13.06
NAS0945,FreeSeas,0.38
NAS0946,Fiesta Restaurant Group,52.21
NAS0947,First Merchants,25.92
NAS0948,FairPoint Communications,16.22
NAS0949,FRP Holdings,31.17
NAS0950,Freshpet,13.06
NAS0951,Papa Murphy's Holdings,14.5
NAS0952,Fifth Street Asset Management Cl A,8.19
NAS0953,First South Bancorp,7.82
NAS0954,FS Bancorp,23.2
NAS0955,First Security Group,2.47
NAS0956,First Solar,47.8
NAS0957,Fusion Telecommunications International,2.18
NAS0958,L.B. Foster,17.61
NAS0959,FirstService,31.41
NAS0960,Fuel Systems Solutions,6.63
NAS0961,FTD Cos.,29.27
NAS0962,Fuel Tech,2.04
NAS0963,Fortinet,42.96
NAS0964,Frontier Communications,5.08
NAS0965,Rocket Fuel,6.03
NAS0966,Fulton Financial,12.08
NAS0967,First United,8.12
NAS0968,Fairway Group Holdings Cl A,2.25
NAS0969,Forward Pharma ADR,27.02
NAS0970,Forward Air,45
NAS0971,Fox Chase Bancorp,17.02
NAS0972,FX Energy,0.87
NAS0973,German American Bancorp,29
NAS0974,Global-Tech Advanced Innovations,5.9
NAS0975,Gaiam Cl A,5.9
NAS0976,Galena Biopharma,1.5
NAS0977,Galectin Therapeutics,1.96
NAS0978,Shanda Games ADR,6.43
NAS0979,StealthGas,4.9
NAS0980,Glacier Bancorp,25.66
NAS0981,GlobeImmune,2.3
NAS0982,Global Indemnity,26.99
NAS0983,Guaranty Bancorp,15.79
NAS0984,Great Basin Scientific,0.36
NAS0985,Global Blood Therapeutics,45.44
NAS0986,Sanofi Rts 12/31/2020,0.2
NAS0987,Global Defense&National Security Systems,10.53
NAS0988,Golden Entertainment,8.96
NAS0989,Gencor Industries,9.16
NAS0990,Genetic Technologies ADR,2.3
NAS0991,Geospace Technologies,16.71
NAS0992,Geron,3.23
NAS0993,Gevo,2.33
NAS0994,Guaranty Federal Bancshares,14.67
NAS0995,General Finance,3.95
NAS0996,Garnero Group Acquisition,9.9
NAS0997,Garnero Group Acquisition Rt,0.27
NAS0998,Garnero Group Acquisition Un,10.27
NAS0999,Garnero Group Acquisition WT,0.13
NAS1000,Grupo Financiero Galicia ADR,19.56
NAS1001,Genomic Health,27.75
NAS1002,Gulf Island Fabrication,12.46
NAS1003,Giga-Tronics,1.42
NAS1004,GigaMedia,0.52
NAS1005,G-III Apparel Group,68.14
NAS1006,Gilead Sciences,107.78
NAS1007,Gilat Satellite Networks,4.38
NAS1008,G&K Services Cl A,67.55
NAS1009,TerraForm Global Cl A,9.74
NAS1010,Golden Enterprises,4
NAS1011,Great Lakes Dredge&Dock,5.42
NAS1012,Galmed Pharmaceuticals,8.81
NAS1013,Golar LNG,38.82
NAS1014,Galapagos ADR,60.49
NAS1015,Gaming&Leisure Properties,31.58
NAS1016,Greenlight Capital Re Cl A,25.58
NAS1017,Glori Energy,1.01
NAS1018,Glu Mobile,4.53
NAS1019,GlycoMimetics,7.05
NAS1020,Gordmans Stores,3.76
NAS1021,Keurig Green Mountain,54.11
NAS1022,Golar LNG Partners,18.86
NAS1023,Green Bancorp,11.86
NAS1024,Genocea Biosciences,12.21
NAS1025,General Communication Cl A,16.99
NAS1026,GenMark Diagnostics,10.02
NAS1027,Gentex,15.53
NAS1028,GenVec,2.51
NAS1029,Golden Ocean Group,3.14
NAS1030,Gogo,15.67
NAS1031,Randgold Resources ADR,61.24
NAS1032,Sungy Mobile ADR,4.49
NAS1033,Gladstone Commercial,14.64
NAS1034,Google Cl C,630.38
NAS1035,Google Cl A,659.69
NAS1036,GP Investments Acquisition,9.75
NAS1037,GP Investments Acquisition Un,9.95
NAS1038,GP Investments Acquisition WT,0.85
NAS1039,Gaming Partners International,10.38
NAS1040,Gulfport Energy,35.04
NAS1041,Green Plains Partners Un,13.7
NAS1042,Green Plains,20.55
NAS1043,GoPro,48.18
NAS1044,Green Brick Partners,11.95
NAS1045,Grifols ADR,30.65
NAS1046,Griffin Industrial Realty,32.62
NAS1047,Garmin,37.99
NAS1048,U.S. Global Investors Cl A,2
NAS1049,Groupon,4.6
NAS1050,Gores Holdings Un,10.03
NAS1051,GRAVITY ADR,3.16
NAS1052,Great Southern Bancorp,39.87
NAS1053,GSI Group,12.99
NAS1054,GSI Technology,4.62
NAS1055,Globe Specialty Metals,13.47
NAS1056,Global Sources,8.13
NAS1057,Goodyear Tire&Rubber,29.52
NAS1058,Good Times Restaurants,7.03
NAS1059,Chart Industries,24.36
NAS1060,GTx,0.87
NAS1061,Guidance Software,7.28
NAS1062,Gulf Coast Ultra Deep Royalty Trust,0.31
NAS1063,Gulf Resources Inc,1.67
NAS1064,GWG Holdings,8.07
NAS1065,GW Pharmaceuticals ADR,109.38
NAS1066,Gyrodyne of America,2.85
NAS1067,Hawaiian Holdings,22.91
NAS1068,Habit Restaurants Cl A,25.96
NAS1069,Hanmi Financial,24.13
NAS1070,Hain Celestial Group,62.19
NAS1071,Hallmark Financial Services,11.41
NAS1072,Halozyme Therapeutics,18.41
NAS1073,Harvard Apparatus Regenerative Technology,1.04
NAS1074,Hasbro,75.51
NAS1075,Blackhawk Network Holdings,40.26
NAS1076,Haynes International,38.31
NAS1077,Huntington Bancshares,10.91
NAS1078,Home Bancorp,24.71
NAS1079,Hancock Holding,27.4
NAS1080,Harvard Bioscience,4.28
NAS1081,Hamilton Bancorp,13.67
NAS1082,Howard Bancorp,14.24
NAS1083,Horizon Bancorp,23.57
NAS1084,Huttig Building Products,3.11
NAS1085,Hennessy Capital Acquisition II Un,9.98
NAS1086,Hudson City Bancorp,9.36
NAS1087,Heritage-Crystal Clean,11.25
NAS1088,Hackett Group,14.2
NAS1089,Hawaiian Telcom Holdco,21.82
NAS1090,Healthcare Services Group,33.32
NAS1091,Hardinge,10.04
NAS1092,Hortonworks,24.18
NAS1093,HD Supply Holdings,33.29
NAS1094,Hudson Technologies,3.11
NAS1095,Turtle Beach,2.17
NAS1096,H&E Equipment Services,18.69
NAS1097,Helen of Troy,85.56
NAS1098,Heritage Oaks Bancorp,7.66
NAS1099,HopFed Bancorp,11.22
NAS1100,Home Federal Bancorp of Louisiana,21.58
NAS1101,HF Financial,15.77
NAS1102,Heritage Financial,17.59
NAS1103,China HGS Real Estate,1.78
NAS1104,Hibbett Sports,38.87
NAS1105,Hingham Institution for Savings,115.91
NAS1106,Highway Holdings,3.72
NAS1107,Health Insurance Innovations Cl A,5.17
NAS1108,Dot Hill Systems,9.66
NAS1109,Himax Technologies ADR,6.88
NAS1110,Hong Kong Television Network ADR,4.79
NAS1111,Hailiang Education Group ADR,9.45
NAS1112,Harmonic,5.79
NAS1113,Houghton Mifflin Harcourt,22.7
NAS1114,Homeinns Hotel Group ADR,26.7
NAS1115,HMN Financial,11.32
NAS1116,Helios&Matheson Analytics,2.19
NAS1117,Hampton Roads Bankshares,1.87
NAS1118,HomeStreet,21.84
NAS1119,HMS Holdings,10.47
NAS1120,Hemisphere Media Group Cl A,13.72
NAS1121,Handy&Harman,25.45
NAS1122,Hennessy Advisors,24.86
NAS1123,Hallador Energy,7.69
NAS1124,Hansen Medical,0.52
NAS1125,Hooker Furniture,23.78
NAS1126,Hollysys Automation Technologies,17.78
NAS1127,Hologic,39.76
NAS1128,Home BancShares,37.97
NAS1129,Chanticleer Holdings,1.42
NAS1130,Highpower International,2.18
NAS1131,Hanwha Q CELLS ADR,12.9
NAS1132,HealthEquity,29.51
NAS1133,Heron Therapeutics,35.46
NAS1134,Histogenics,6.17
NAS1135,Henry Schein,139.4
NAS1136,Heidrick&Struggles International,19.62
NAS1137,Heska,33.74
NAS1138,HSN,62.38
NAS1139,Hudson Global,2.55
NAS1140,HealthStream,25.36
NAS1141,HomeTrust Bancshares,18.18
NAS1142,Heritage Commerce,10.63
NAS1143,Heat Biologics,5.16
NAS1144,Hutchinson Technology,1.56
NAS1145,HTG Molecular Diagnostics,5.69
NAS1146,China Lodging Group ADR,25.57
NAS1147,Heartland Express,20.55
NAS1148,Heartland Financial USA,35.88
NAS1149,Heartware International,86.25
NAS1150,Hub Group Cl A,37.06
NAS1151,Hurco,30.35
NAS1152,Huron Consulting Group,73.36
NAS1153,Healthways,11.95
NAS1154,Hawthorn Bancshares,13.24
NAS1155,Houston Wire&Cable,7.5
NAS1156,Hawkins,37.33
NAS1157,Hydrogenics,9.55
NAS1158,Horizon Pharma,30.48
NAS1159,IAC/InterActiveCorp.,71.44
NAS1160,Integra LifeSciences Holdings,60.79
NAS1161,Independent Bank (Michigan),14.16
NAS1162,IBERIABANK,60.36
NAS1163,Interactive Brokers Group,40.28
NAS1164,International Bancshares,25.15
NAS1165,Independent Bank Group,41.49
NAS1166,icad,3.9
NAS1167,County Bancorp,18.6
NAS1168,Immucell,7.21
NAS1169,ICF International,34.04
NAS1170,InterCloud Systems,1.85
NAS1171,Icon,77.99
NAS1172,Iconix Brand Group,13.52
NAS1173,Intercept Pharmaceuticals,188.95
NAS1174,ICU Medical,113.92
NAS1175,InterDigital,49.46
NAS1176,Idera Pharmaceuticals,2.92
NAS1177,Industrial Services of America,3.44
NAS1178,I.D. Systems,3.91
NAS1179,Integrated Device Technology,19.09
NAS1180,IDEXX Laboratories,73.21
NAS1181,Icahn Enterprises,74.24
NAS1182,Integrated Electrical Services,7.02
NAS1183,InfoSonics,1.24
NAS1184,Internet Gold-Golden Lines,6.97
NAS1185,Information Services Group,3.89
NAS1186,Insteel Industries,17.07
NAS1187,Interval Leisure Group,19.97
NAS1188,IntriCon,6.39
NAS1189,II-VI,16.89
NAS1190,Ikanos Communications,2.72
NAS1191,Iao Kun Group Holding,1.65
NAS1192,Illumina,201.7
NAS1193,Immune Design,16.61
NAS1194,Immunogen,14.28
NAS1195,Intermolecular,2.13
NAS1196,Ingles Markets Cl A,50.28
NAS1197,Immersion,11.81
NAS1198,Immunomedics,2.16
NAS1199,Imprimis Pharmaceuticals,7.69
NAS1200,Immune Pharmaceuticals,1.39
NAS1201,ChipMOS TECHNOLOGIES Bermuda,18.56
NAS1202,InterNAP,8.05
NAS1203,First Internet Bancorp,30.15
NAS1204,INC Research Holdings Cl A,42.01
NAS1205,Incyte,119.93
NAS1206,Independent Bank,44.5
NAS1207,Infinity Pharmaceuticals,9.28
NAS1208,Infinera,22.29
NAS1209,Inogen,49.78
NAS1210,Interactive Intelligence Group,36.15
NAS1211,Innocoll ADR,12.93
NAS1212,Inovio Pharmaceuticals,7.73
NAS1213,Innodata,2.38
NAS1214,Inovalon Holdings Cl A,21.73
NAS1215,Interphase,0.32
NAS1216,Insmed,25.69
NAS1217,Insys Therapeutics,33.83
NAS1218,Intel,28.42
NAS1219,Intergroup,28.76
NAS1220,INTL FCStone,25.81
NAS1221,Intuit,86.21
NAS1222,Intersections,2.03
NAS1223,Identiv,4.4
NAS1224,Inventergy Global,0.3
NAS1225,InnerWorkings,7.09
NAS1226,Innospec,48.17
NAS1227,Inter Parfums,25.63
NAS1228,iPass,1.09
NAS1229,Infinity Property&Casualty,77.31
NAS1230,Intellipharmaceutics International,2.31
NAS1231,IPC Healthcare,79.44
NAS1232,Professional Diversity Network,0.98
NAS1233,IPG Photonics,85.88
NAS1234,Innophos Holdings,48.24
NAS1235,Ideal Power,7.28
NAS1236,Impax Laboratories,42.4
NAS1237,Inteliquent,18.59
NAS1238,iRobot,29.29
NAS1239,Iridium Communications,7.18
NAS1240,Ignite Restaurant Group,4.78
NAS1241,Iridex,6.89
NAS1242,iRadimed,25.04
NAS1243,IF Bancorp,16.7
NAS1244,Ironwood Pharmaceuticals Cl A,11.27
NAS1245,Investors Bancorp,11.75
NAS1246,International Speedway Cl A,31.97
NAS1247,Insignia Systems,2.71
NAS1248,Intersil Cl A,10.61
NAS1249,Isis Pharmaceuticals,51.54
NAS1250,Isle of Capri Casinos,17.63
NAS1251,Image Sensing Systems,4
NAS1252,Intuitive Surgical,514.24
NAS1253,Isramco,132.25
NAS1254,Innovative Solutions&Support,2.78
NAS1255,Integrated Silicon Solution,21.94
NAS1256,Investar Holding,15.6
NAS1257,Intra-Cellular Therapies,26.96
NAS1258,Inotek Pharmaceuticals,12.16
NAS1259,Investors Title,71.15
NAS1260,Itron,30.03
NAS1261,Ituran Location&Control,24.22
NAS1262,ITUS,4.03
NAS1263,Intevac,4.86
NAS1264,Invuity,14.61
NAS1265,IXYS,11.14
NAS1266,Jack in the Box,81.77
NAS1267,Jaguar Animal Health,3.43
NAS1268,JAKKS Pacific,9.42
NAS1269,Jason Industries,4.93
NAS1270,Jason Industries WT,0.25
NAS1271,JA Solar Holdings ADR,7.9
NAS1272,Jazz Pharmaceuticals,172.82
NAS1273,J.B. Hunt Transport Services,73.51
NAS1274,JetBlue Airways,22.3
NAS1275,John B. Sanfilippo&Son,54.48
NAS1276,j2 Global,69.71
NAS1277,Communications Systems,8.61
NAS1278,JD.com ADR,26.77
NAS1279,Jive Software,4.51
NAS1280,J&J Snack Foods,114.72
NAS1281,Jack Henry&Associates,68.78
NAS1282,Jamba,13.95
NAS1283,Juniper Pharmaceuticals,10.93
NAS1284,51job ADR,26.97
NAS1285,Joe's Jeans,0.17
NAS1286,Johnson Outdoors Cl A,23.41
NAS1287,China Finance Online ADR,3.64
NAS1288,James River Group Holdings,26.79
NAS1289,Jinpan International,3.98
NAS1290,JetPay,2.95
NAS1291,Juno Therapeutics,37.98
NAS1292,Coffee Holding,4.63
NAS1293,Joint,8.5
NAS1294,Kaiser Aluminum,83.24
NAS1295,iKang Healthcare Group ADR,16.07
NAS1296,Kimball International Cl B,10.89
NAS1297,KaloBios Pharmaceuticals,2.01
NAS1298,KBS Fashion Group,4.47
NAS1299,Kansas City Life Insurance,46.85
NAS1300,Kimball Electronics,11.57
NAS1301,Kelly Services Cl A,14.2
NAS1302,Kewaunee Scientific,16.79
NAS1303,Keryx Biopharmaceuticals,6.42
NAS1304,KEYW Holding,8.28
NAS1305,Kentucky First Federal Bancorp,8.54
NAS1306,Kforce,26.64
NAS1307,Kingold Jewelry,0.67
NAS1308,Kraft Heinz,74.69
NAS1309,Kindred Biosciences,5.91
NAS1310,Kingstone,8.26
NAS1311,Kirkland's,22.62
NAS1312,Kite Pharma,55.82
NAS1313,KLA-Tencor,49.89
NAS1314,Kulicke&Soffa Industries,10.56
NAS1315,KLX,39.14
NAS1316,Kamada,3.48
NAS1317,KemPharm,19.42
NAS1318,Kandi Technologies Group,6.73
NAS1319,Kona Grill,19.16
NAS1320,Kingtone Wirelessinfo Solution Holding ADR,3.92
NAS1321,Cesca Therapeutics,0.68
NAS1322,Kopin,3.06
NAS1323,Koss,2.3
NAS1324,Karyopharm Therapeutics,14.14
NAS1325,Kornit Digital,12.78
NAS1326,Kearny Financial,11.31
NAS1327,Key Tronic,10.42
NAS1328,Key Technology,12.03
NAS1329,Kratos Defense&Security Solutions,4.68
NAS1330,K2M Group Holdings,21.65
NAS1331,Ku6 Media ADR,0.66
NAS1332,KVH Industries,11.17
NAS1333,Kythera Biopharmaceuticals,74.7
NAS1334,KongZhong ADR,6.5
NAS1335,Louisiana Bancorp,24.19
NAS1336,Multi-Color,65.33
NAS1337,Lakeland Industries,9.2
NAS1338,Lamar Advertising Cl A,54.15
NAS1339,Lancaster Colony,95.74
NAS1340,Gladstone Land,9.16
NAS1341,Landmark Bancorp,26.5
NAS1342,Lawson Products,22.94
NAS1343,Layne Christensen,7.32
NAS1344,Lakeland Bancorp,10.98
NAS1345,Lion Biotechnologies,6.96
NAS1346,Leading Brands,3.75
NAS1347,Liberty Broadband Cl A,54.65
NAS1348,Liberty Broadband Cl C,53.6
NAS1349,Liberty Global Cl A,49.32
NAS1350,Liberty Global Cl C,45.79
NAS1351,LCNB,15.67
NAS1352,Lifetime Brands,14.56
NAS1353,LDR Holding,38.67
NAS1354,Lands' End,24.41
NAS1355,Lincoln Electric Holdings,58.43
NAS1356,SemiLEDS,0.5
NAS1357,Presbia,7
NAS1358,Littelfuse,89.78
NAS1359,Lifevantage,0.8
NAS1360,Legacy Reserves,6.63
NAS1361,LGI Homes,24.85
NAS1362,Ligand Pharmaceuticals,95.04
NAS1363,LHC Group,43.46
NAS1364,aTyr Pharma,14.79
NAS1365,Liberty Global LiLAC Cl A Wi,34.92
NAS1366,Liberty Global LiLAC Cl C,34.06
NAS1367,Lime Energy,3.14
NAS1368,Lincoln Educational Services,0.57
NAS1369,Lindblad Expeditions Holdings,9.54
NAS1370,Lindblad Expeditions Holdings WT,1.48
NAS1371,Linn Energy,3.3
NAS1372,Fidelity Southern,19.23
NAS1373,Lionbridge Technologies,5.28
NAS1374,Liquid Holdings Group,0.08
NAS1375,Lumentum Holdings,19.92
NAS1376,LiveDeal,1.74
NAS1377,La Jolla Pharmaceutical,32.65
NAS1378,Lakeland Financial,40.72
NAS1379,LKQ,29.93
NAS1380,Lilis Energy,0.75
NAS1381,Limelight Networks,2.45
NAS1382,Linear Technology,40.81
NAS1383,LeMaitre Vascular,13.45
NAS1384,Liberty Media Series A,37.38
NAS1385,Liberty Media Series B,37.07
NAS1386,Liberty Media Series C Wi,36.4
NAS1387,LMI Aerospace,12.08
NAS1388,Limoneira,18.65
NAS1389,Lumenis Cl B,13.91
NAS1390,Luminex,18.46
NAS1391,Lumos Networks,11.55
NAS1392,Landmark Infrastructure Partners,15.24
NAS1393,Snyders-Lance,33.8
NAS1394,LinnCo,2.98
NAS1395,Landec,13.24
NAS1396,Lantheus Holdings,6.75
NAS1397,Manhattan Bridge Capital,3.72
NAS1398,Live Oak Bancshares,19.36
NAS1399,El Pollo Loco Holdings,13.7
NAS1400,Logitech International,13.33
NAS1401,LogMeIn,64.52
NAS1402,Lo-Jack,3.31
NAS1403,eLong ADR,17.04
NAS1404,LookSmart,1.14
NAS1405,Grand Canyon Education,37.48
NAS1406,Loral Space&Communications,55.36
NAS1407,Loxo Oncology,20.51
NAS1408,Lipocine,13.84
NAS1409,LPL Financial Holdings,40.34
NAS1410,LifePoint Health,80.09
NAS1411,LaPorte Bancorp,14.05
NAS1412,LivePerson,9.07
NAS1413,Lightpath Technologies Cl A,1.65
NAS1414,Lpath,0.23
NAS1415,Liquidity Services,7.36
NAS1416,LRAD,1.87
NAS1417,Lam Research,72.92
NAS1418,Lake Sunapee Bank Group,14.59
NAS1419,Lake Shore Bancorp,13.44
NAS1420,Lattice Semiconductor,4.25
NAS1421,Landstar System,66.06
NAS1422,Lightbridge,1.05
NAS1423,Liberty TripAdvisor Holdings Series A,25.56
NAS1424,Lantronix,1.35
NAS1425,Legacy Texas Financial Group,27.66
NAS1426,lululemon athletica,63.17
NAS1427,Luna Innovations,1.12
NAS1428,Liberty Interactive Ventures Series A,40.24
NAS1429,Liberty Interactive Ventures Series B,40.1
NAS1430,Lifeway Foods,14.1
NAS1431,Lexicon Pharmaceuticals,12.69
NAS1432,LSI Industries,9.29
NAS1433,Merrimack Pharmaceuticals,10.5
