act,asset,order,size,done,price
0694,TAIW198,Sell,276,276,2.9009
0694,THAI001,Buy,250,250,6.445
0694,THAI131,Short,508,508,0.523
0698,THAI125,Sell,700,700,5.0721
0705,AUST245,Buy,268,268,7.8965
0706,HONG045,Buy,1671,1671,0.7447
0706,HONG179,Sell,103,103,0.6185
0706,JAPA063,Sell,826,826,2.3679
0711,HONG114,Sell,1606,1606,1.2329
0711,JAPA005,Sell,185,185,4.0404
0711,JAPA182,Buy,88,88,9.118
0711,JAPA215,Sell,4049,4049,0.3503
0711,JAPA236,Sell,26,26,58.6792
0711,JAPA251,Buy,420,420,4.2115
0712,INDO270,Short,7791,7791,0.2039
0712,JAPA250,Buy,20,20,41.6289
0712,JAPA293,Buy,65,65,20.6764
0712,TAIW020,Buy,371,371,0.3032
0712,TAIW026,Sell,136,136,4.1901
0712,THAI203,Sell,8,8,1.6006
0713,AUST178,Sell,241,241,8.2243
0713,HONG045,Sell,221,221,0.737
0713,HONG148,Buy,6715,679,0.1631
0713,INDI269,Buy,7,7,28.1965
0713,JAPA151,Buy,460,460,2.8851
0713,JAPA248,Buy,93,93,12.4626
0713,SOUT148,Sell,9,9,51.7661
0714,INDI026,Buy,201,201,3.7753
0714,JAPA153,Buy,146,146,2.094
0714,JAPA236,Buy,10,10,59.0387
0719,AUST272,Sell,228,62,4.2467
0719,INDI133,Sell,335,335,4.9813
0719,JAPA005,Buy,195,195,3.9282
0719,JAPA163,Buy,24,24,79.2309
0719,THAI243,Short,1133,1133,0.8804
0721,AUST073,Short,35,35,54.4593
0721,AUST272,Short,65,65,4.1526
0721,HONG082,Short,295,295,3.0841
0721,HONG093,Buy,718,718,2.5096
0721,HONG095,Buy,12913,12913,0.1492
0721,HONG119,Sell,1073,1073,1.2394
0721,HONG275,Short,15,15,17.2548
0721,INDI231,Buy,122,84,5.3684
0721,INDI296,Short,46,46,21.2942
0721,JAPA017,Buy,41,41,14.8998
0721,JAPA026,Sell,14,14,15.5305
0721,JAPA036,Short,1,1,18.2595
0721,JAPA044,Sell,135,135,4.2768
0721,JAPA057,Sell,4,4,41.5424
0721,JAPA214,Sell,60,55,15.4579
0721,JAPA230,Buy,249,71,1.4582
0721,JAPA240,Buy,88,88,25.8264
0721,JAPA282,Sell,4,4,9.7926
0721,JAPA286,Buy,45,45,4.6648
0721,NEW 082,Buy,438,438,3.1909
0721,SOUT118,Sell,24,24,15.783
0721,SOUT255,Buy,235,235,5.047
0721,SOUT260,Sell,192,192,4.1565
0721,SOUT294,Buy,2667,2667,0.5229
0721,THAI199,Buy,214,214,7.5027
0721,THAI202,Sell,811,811,1.5984
0723,JAPA144,Buy,267,267,6.7985
0725,AUST073,Buy,20,20,54.7894
0725,AUST190,Buy,29,29,11.2255
0725,JAPA280,Sell,136,136,7.061
0725,PHIL166,Sell,567,567,0.7826
0726,JAPA240,Sell,31,31,26.1603
0726,SOUT174,Sell,13,13,34.2006
0727,AUST195,Sell,13,13,2.7158
0732,JAPA227,Buy,92,92,14.8315
0733,JAPA091,Short,35,35,35.2517
0733,JAPA107,Buy,130,52,25.1044
0733,JAPA115,Buy,17,12,10.912
0733,JAPA299,Buy,2,2,11.8301
0733,MALA085,Buy,462,462,1.6363
0733,THAI007,Sell,567,567,0.0089
0738,AUST047,Buy,12,12,18.1357
0738,SING068,Buy,5,5,12.8358
0738,THAI007,Sell,219878,219878,0.0081
0741,AUST067,Sell,112,112,5.309
0741,HONG055,Short,992,992,0.7171
0741,JAPA015,Buy,300,300,2.7438
0741,JAPA132,Sell,122,122,17.3272
0741,JAPA239,Buy,12,12,33.048
0741,TAIW249,Buy,491,491,3.9254
0742,AUST047,Buy,22,22,18.2101
0742,AUST151,Buy,6,6,55.0769
0742,JAPA020,Sell,46,46,34.3084
0742,JAPA041,Short,18,18,7.0303
0742,JAPA144,Sell,151,151,6.7638
0742,JAPA182,Sell,289,86,9.0716
0742,SOUT199,Buy,50,50,37.8199
0747,AUST015,Sell,249,147,9.7026
0747,AUST060,Sell,75,32,23.6406
0747,HONG152,Sell,1169,1169,0.1621
0747,INDI104,Short,52,52,14.4233
0747,JAPA007,Buy,1,1,31.8857
0747,JAPA257,Sell,42,42,6.8092
0747,JAPA258,Sell,18,18,12.3268
0747,JAPA286,Sell,227,227,4.6883
0747,MALA159,Buy,517,517,2.0974
0747,THAI201,Buy,609,609,2.2855
0748,HONG275,Short,24,24,17.2783
0752,JAPA276,Sell,74,74,6.923
0752,JAPA290,Sell,2,2,59.3797
0754,HONG228,Buy,828,828,2.0515
0754,JAPA245,Buy,197,197,4.9574
0754,JAPA274,Sell,40,40,40.3842
0754,MALA018,Short,91,91,1.464
0754,SOUT203,Sell,12,12,9.6899
0754,SOUT252,Buy,13,13,63.5905
0757,HONG179,Sell,2751,2751,0.6125
0759,AUST047,Buy,57,57,18.1004
0759,JAPA022,Sell,5,5,30.6856
0759,JAPA144,Sell,388,388,6.829
0759,JAPA210,Buy,136,136,14.3836
0759,TAIW066,Sell,58,58,0.6058
0763,AUST032,Sell,27,27,20.7662
0763,SOUT097,Sell,13,13,126.5788
0764,AUST292,Sell,5,4,29.623
0765,JAPA040,Buy,7,7,24.5187
0765,THAI203,Buy,1067,645,1.6064
0769,MALA018,Buy,1114,1114,1.4697
0772,JAPA005,Buy,110,110,3.9726
0772,JAPA135,Buy,148,148,11.8628
0772,SOUT178,Buy,42,42,11.6756
0778,AUST174,Sell,53,27,22.4564
0778,HONG093,Short,523,523,2.5676
0778,JAPA018,Buy,33,33,23.2007
0778,JAPA149,Buy,7,7,28.3271
0778,JAPA290,Buy,29,29,60.2715
0779,AUST032,Buy,84,84,20.6808
0779,AUST282,Short,336,336,6.8432
0779,JAPA137,Short,44,44,5.9346
0779,JAPA156,Buy,3,3,32.7031
0779,JAPA212,Sell,40,40,5.0873
0779,JAPA250,Buy,12,12,41.6146
0779,TAIW007,Sell,48,48,6.4906
0779,TAIW249,Sell,90,90,3.8974
0779,THAI204,Sell,56,56,7.6083
0781,HONG068,Sell,135,135,2.3646
0781,SOUT096,Sell,2,2,360.8052
0781,TAIW066,Buy,3194,3194,0.6063
0781,THAI227,Sell,222,222,0.2909
0784,HONG096,Sell,97,97,1.783
0784,JAPA007,Sell,15,15,31.8452
0784,JAPA030,Buy,55,55,28.3537
0784,JAPA257,Buy,1,1,6.7869
0784,JAPA298,Sell,53,53,19.0419
0784,THAI254,Buy,428,428,1.4012
0787,AUST073,Buy,34,10,55.2127
0787,AUST258,Buy,264,264,1.4374
0787,HONG167,Sell,322,199,8.0135
0787,HONG202,Buy,36772,36772,0.0415
0787,JAPA086,Buy,18,18,36.958
0787,JAPA091,Short,74,74,35.1574
0787,JAPA189,Buy,54,54,20.7389
0787,TAIW128,Short,342,342,1.5744
0787,TAIW132,Buy,408,408,2.7074
0789,AUST295,Buy,60,60,22.5011
0789,HONG132,Sell,1659,6,0.6191
0789,INDI074,Sell,666,199,2.4609
0790,AUST282,Sell,186,186,6.8679
0790,HONG038,Sell,574,574,0.4348
0790,JAPA093,Buy,79,79,15.3321
0790,JAPA133,Sell,107,107,24.4764
0790,SOUT252,Buy,8,8,62.9353
0790,SOUT255,Buy,164,164,5.5965
0790,TAIW109,Buy,594,293,1.6768
0795,HONG035,Buy,2465,2465,0.4105
0795,JAPA005,Buy,286,286,4.0112
0795,TAIW058,Buy,13,13,6.7187
0795,TAIW132,Buy,181,181,2.683
0797,HONG107,Buy,262,262,1.3698
0797,HONG112,Sell,688,47,2.1525
0797,SING192,Buy,67,67,6.5272
0800,JAPA005,Sell,258,258,4.0683
0801,HONG045,Sell,467,467,0.7115
0801,JAPA187,Short,33,33,12.6158
0801,JAPA236,Short,3,1,58.5585
0801,JAPA250,Buy,4,4,41.658
0801,MALA180,Buy,266,266,1.9879
0801,TAIW167,Buy,212,212,7.4827
0803,JAPA073,Sell,345,345,5.7558
0803,THAI273,Sell,921,921,0.0667
0808,INDO077,Sell,15166,15166,0.1223
0808,JAPA113,Sell,236,236,1.3916
0808,JAPA246,Sell,15,15,13.7996
0809,HONG136,Short,169,168,1.7844
0809,JAPA206,Sell,155,155,10.9324
0809,JAPA290,Sell,13,10,60.6471
0809,SOUT024,Short,2,2,66.2268
0810,AUST174,Short,120,120,22.4059
0810,HONG097,Buy,629,629,0.3857
0810,JAPA086,Sell,4,4,36.9637
0810,JAPA100,Buy,51,51,8.3558
0810,JAPA118,Buy,90,90,12.2874
0810,JAPA132,Short,30,30,17.1546
0810,JAPA236,Sell,28,28,59.0102
0810,JAPA250,Buy,61,61,41.5173
0810,MALA006,Sell,5399,2246,0.2211
0810,SOUT165,Buy,495,495,2.5009
0810,TAIW033,Short,1233,1233,1.4186
0811,HONG069,Buy,1108,1108,1.0004
0811,HONG083,Sell,424,424,3.6719
0811,JAPA250,Buy,14,14,41.2979
0811,JAPA284,Buy,39,39,9.0093
0811,SOUT252,Sell,10,10,55.2552
0812,HONG046,Sell,1161,1161,0.6354
0812,JAPA006,Sell,86,86,21.8585
0812,JAPA057,Buy,18,18,41.0429
0812,JAPA153,Buy,1052,1052,2.0738
0812,SOUT024,Short,24,24,63.1453
0812,TAIW167,Short,54,54,7.8193
0814,JAPA153,Buy,235,235,2.0892
0814,JAPA185,Buy,11,11,11.1711
0814,JAPA285,Buy,21,21,3.1125
0817,JAPA177,Buy,32,32,38.9487
0817,TAIW181,Buy,260,260,3.2529
0818,JAPA276,Buy,84,6,6.9703
0818,TAIW140,Sell,4807,4807,0.3212
0823,INDI064,Short,1464,1464,1.7226
0824,SOUT231,Buy,26,26,70.7058
0825,JAPA290,Sell,3,3,60.2724
0825,THAI121,Sell,2251,2251,0.1467
0826,HONG217,Sell,437,437,0.6057
0827,AUST121,Buy,168,90,5.3533
0827,AUST224,Sell,81,81,5.1499
0827,HONG045,Buy,733,733,0.7355
0827,HONG055,Sell,867,867,0.7179
0827,HONG082,Sell,106,106,3.0644
0827,HONG140,Sell,243,243,3.4146
0827,JAPA003,Buy,3086,3086,0.3198
0827,JAPA084,Buy,97,97,12.4337
0827,JAPA103,Short,12,12,47.2911
0827,JAPA116,Sell,10,10,15.7396
0827,JAPA201,Buy,12,2,56.7472
0832,JAPA022,Sell,173,115,30.7227
0835,AUST272,Sell,34,34,4.1843
0835,HONG159,Sell,21856,21856,0.0769
0835,JAPA086,Sell,6,6,35.7597
0835,JAPA147,Sell,46,46,13.302
0835,TAIW139,Buy,230,230,1.5215
0836,AUST151,Sell,6,6,54.8359
0836,JAPA215,Buy,394,394,0.3435
0836,SOUT019,Buy,3,3,137.1395
0836,SOUT183,Sell,39,39,24.8624
0836,THAI040,Sell,4342,4342,0.2734
0838,SING079,Buy,460,460,0.5222
0844,JAPA250,Sell,71,34,41.3137
0844,SOUT271,Short,5,5,219.6463
0846,HONG179,Short,3841,3841,0.5978
0853,HONG149,Sell,454,454,2.5624
0853,THAI201,Buy,225,197,2.2785
0855,SOUT021,Sell,549,549,3.058
0858,JAPA091,Buy,30,30,35.1886
0858,JAPA144,Sell,33,33,6.8011
0858,SOUT131,Short,3,3,126.4106
0859,HONG045,Short,319,319,0.7287
0859,JAPA229,Buy,1,1,44.1065
0859,JAPA274,Short,20,20,40.1674
0860,SOUT028,Short,14,14,75.2511
0863,JAPA144,Sell,81,81,6.754
0863,JAPA240,Sell,72,31,25.9827
0863,PHIL082,Buy,13,13,26.8108
0863,TAIW132,Sell,368,368,2.7575
0864,JAPA139,Buy,51,51,21.6668
0864,JAPA276,Buy,130,130,6.9503
0869,AUST298,Sell,51,51,19.2007
0869,HONG045,Sell,1163,1163,0.7127
0869,HONG046,Short,788,296,0.6359
0869,HONG123,Buy,1929,1929,0.0584
0869,JAPA036,Sell,28,28,18.5989
0869,JAPA160,Buy,526,526,3.182
0869,JAPA170,Short,29,29,0.864
0869,JAPA181,Buy,437,437,2.7929
0869,JAPA263,Buy,87,87,13.5187
0869,SOUT144,Short,13,13,40.904
0870,JAPA007,Buy,28,28,31.4533
0870,JAPA240,Sell,2,2,25.7385
0873,AUST073,Sell,2,2,54.4225
0873,JAPA265,Sell,348,348,3.1306
0873,SOUT176,Sell,17,4,58.3361
0874,HONG005,Buy,42,42,5.6895
0874,JAPA018,Sell,44,44,23.2346
0874,JAPA185,Sell,5,5,11.7666
0874,JAPA245,Sell,445,153,4.8769
0874,SOUT069,Sell,1120,1120,0.842
0874,SOUT297,Short,9,9,53.1905
0876,HONG179,Sell,413,413,0.5835
0876,JAPA189,Sell,37,37,21.0274
0876,SOUT239,Buy,7,7,160.4903
0879,AUST142,Short,76,76,2.0568
0879,HONG231,Sell,166,166,0.2803
0879,HONG275,Buy,41,41,16.9074
0879,SOUT091,Sell,181,181,4.5552
0879,THAI024,Sell,8815,5760,0.5308
0879,THAI131,Buy,12,12,0.5052
0880,JAPA231,Buy,118,18,9.9778
0881,JAPA239,Sell,5,5,33.335
0881,TAIW047,Buy,903,903,0.2775
0881,THAI297,Short,4810,4810,0.0952
0890,AUST292,Sell,61,61,29.7331
0890,HONG107,Sell,612,260,1.3649
0890,INDI197,Buy,1430,1430,1.0889
0890,JAPA230,Sell,793,793,1.4982
0893,AUST270,Sell,121,121,3.3486
0893,AUST288,Buy,34,34,1.5443
0893,JAPA163,Buy,10,10,78.4804
0893,JAPA262,Short,13,13,9.9763
0894,JAPA186,Sell,225,225,6.3824
0894,JAPA287,Buy,39,39,14.8694
0898,INDI151,Buy,1,1,7.7024
0898,JAPA271,Sell,186,186,2.0638
0898,JAPA290,Buy,43,43,60.2295
0898,TAIW168,Buy,281,281,0.7296
0900,HONG084,Sell,1425,1425,0.6836
0900,JAPA240,Sell,47,47,26.2152
0901,AUST024,Sell,1417,1417,1.2689
0901,AUST070,Sell,26,26,6.1285
0901,AUST104,Buy,733,733,1.351
0901,AUST248,Sell,663,663,2.3348
0901,HONG009,Buy,2584,2584,0.4786
0901,HONG022,Buy,37023,37023,0.0391
0901,HONG024,Buy,2296,2296,0.2288
0901,HONG064,Buy,165,165,3.5334
0901,HONG167,Buy,188,188,7.8997
0901,HONG275,Sell,4,4,16.8311
0901,INDI117,Buy,71,19,18.247
0901,JAPA005,Buy,401,276,3.9355
0901,JAPA023,Short,49,49,19.4312
0901,JAPA058,Short,10,10,35.0403
0901,JAPA084,Sell,36,36,12.179
0901,JAPA100,Sell,68,68,8.453
0901,JAPA132,Buy,95,95,17.6308
0901,JAPA153,Sell,235,235,2.0875
0901,JAPA226,Buy,5,5,11.2711
0901,JAPA231,Sell,190,190,9.6749
0901,JAPA236,Buy,11,11,58.8832
0901,JAPA240,Buy,46,46,25.845
0901,JAPA248,Buy,96,96,12.4673
0901,JAPA274,Sell,47,47,40.531
0901,JAPA290,Short,7,7,60.9312
0901,JAPA296,Buy,285,285,4.1251
0901,MALA006,Sell,485,485,0.2082
0901,PHIL026,Sell,29,29,15.7157
0901,SING058,Buy,730,730,2.0656
0901,SING141,Buy,19,19,5.0511
0901,SING241,Sell,8,8,2.2176
0901,SING291,Sell,1218,794,2.0245
0901,TAIW102,Buy,326,326,2.7837
0901,TAIW249,Buy,991,991,3.8547
0901,THAI125,Sell,98,98,4.9787
0901,THAI243,Buy,892,892,0.8988
0902,AUST089,Sell,118,118,1.5429
0902,AUST126,Sell,499,499,3.7386
0902,HONG097,Buy,626,626,0.394
0902,JAPA186,Buy,61,61,6.444
0902,JAPA190,Sell,221,221,8.8193
0902,JAPA233,Sell,52,52,21.5628
0902,JAPA246,Buy,28,28,13.813
0902,SING079,Buy,2776,2776,0.5279
0905,AUST032,Sell,23,23,20.8756
0905,AUST126,Buy,274,274,3.7121
0905,HONG004,Buy,4827,4827,0.3993
0905,HONG112,Buy,321,321,2.155
0905,JAPA007,Sell,20,20,32.2173
0905,JAPA073,Buy,74,74,5.7585
0905,JAPA169,Sell,92,92,4.8886
0905,JAPA230,Sell,693,693,1.4296
0905,SOUT248,Buy,4,4,84.5383
0905,TAIW161,Sell,148,148,4.3839
0905,THAI156,Sell,5064,5064,0.4744
0907,HONG070,Sell,108,108,11.9837
0907,INDI178,Buy,5,5,65.0044
0907,INDI203,Buy,20,20,3.6555
0907,INDI273,Buy,384,250,3.4544
0907,JAPA129,Sell,259,259,5.5376
0907,JAPA202,Short,59,24,13.6878
0907,JAPA204,Buy,8,4,33.6518
0907,JAPA231,Short,7,7,9.7959
0907,JAPA245,Short,77,77,5.0071
0907,JAPA293,Sell,14,14,20.8815
0907,SOUT163,Buy,8,8,40.7635
0913,AUST230,Buy,33,33,36.5308
0918,HONG286,Short,882,882,0.8254
0921,AUST151,Buy,26,26,54.9304
0921,HONG124,Sell,1408,1408,0.9459
0921,JAPA220,Buy,302,302,3.8287
0921,THAI134,Sell,12201,12201,0.1057
0924,JAPA244,Sell,66,12,10.6951
0924,JAPA293,Sell,75,72,20.3636
0924,TAIW209,Buy,1092,1092,0.2322
0928,AUST073,Sell,7,7,54.9263
0928,HONG005,Buy,116,15,5.6931
0928,HONG276,Sell,19294,19294,0.0504
0928,JAPA007,Buy,30,30,31.4057
0928,JAPA060,Sell,11,11,4.8632
0928,JAPA102,Buy,21,21,12.7962
0928,JAPA144,Short,87,87,6.807
0928,JAPA240,Short,1,1,25.8801
0928,JAPA248,Buy,7,7,12.8126
0928,JAPA250,Buy,4,4,41.4781
0928,SING190,Buy,539,539,1.0625
0928,TAIW197,Short,239,239,1.7887
0931,SOUT019,Buy,3,3,137.1161
0940,JAPA279,Buy,134,134,12.7646
0949,HONG005,Short,44,44,5.6914
0950,AUST230,Buy,26,26,36.1227
0952,AUST073,Short,25,25,55.0757
0952,HONG019,Sell,231,183,0.738
0952,HONG264,Buy,598,598,0.5725
0954,AUST099,Buy,223,223,0.7103
0954,JAPA144,Sell,39,39,6.7616
0963,HONG046,Sell,2028,2028,0.6329
0963,HONG143,Buy,2499,2499,0.4097
0964,JAPA290,Sell,1,1,60.162
0965,AUST270,Buy,225,225,3.3596
0965,INDI118,Buy,1063,1063,0.9873
0965,JAPA004,Buy,86,86,15.0748
0965,JAPA019,Sell,286,286,6.1968
0965,JAPA058,Buy,68,68,34.6769
0965,JAPA177,Sell,1,1,38.2357
0965,JAPA276,Sell,71,71,6.9499
0965,SOUT007,Buy,19,19,4.2911
0965,TAIW132,Buy,169,169,2.6867
0965,THAI135,Buy,22435,14439,0.2212
0970,AUST073,Buy,23,23,54.4747
0973,AUST032,Short,60,60,20.2583
0973,AUST080,Buy,18,2,66.9885
0973,HONG024,Buy,5451,5451,0.2362
0973,HONG084,Buy,2310,2310,0.6677
0973,HONG097,Sell,4068,4068,0.397
0973,HONG165,Buy,771,771,1.9213
0973,INDI025,Sell,14,14,34.0125
0973,JAPA041,Buy,143,143,7.0574
0973,JAPA079,Buy,18,18,10.4532
0973,JAPA293,Sell,8,8,20.6014
0973,JAPA299,Short,26,26,11.5945
0973,SOUT251,Sell,37,37,39.0053
0973,TAIW132,Sell,57,57,2.6959
0973,THAI023,Sell,3268,3268,0.5338
0973,THAI120,Sell,371,371,0.2101
0973,THAI131,Sell,2003,2003,0.5027
0980,THAI176,Buy,381,381,0.0988
0985,JAPA239,Sell,16,2,33.037
0992,INDI023,Buy,172,172,7.9808
0992,JAPA102,Buy,138,138,12.9321
0992,JAPA117,Sell,1514,995,3.1662
0992,JAPA146,Sell,1,1,3.4212
0992,JAPA149,Short,4,4,28.2802
0992,JAPA159,Buy,120,120,5.2144
0992,JAPA163,Buy,16,16,79.3498
0992,PHIL126,Short,959,98,1.7824
0995,SOUT252,Sell,29,29,56.8877
0995,THAI200,Buy,2,2,2.2857
0997,JAPA078,Short,384,384,3.2084
0997,TAIW249,Short,398,398,3.918
1006,AUST248,Sell,353,91,2.443
1006,HONG229,Buy,306,268,4.8881
1006,INDI119,Buy,318,318,4.3613
1006,INDI144,Buy,118,118,14.0877
1006,JAPA025,Sell,102,6,7.493
1006,JAPA096,Buy,381,381,3.8067
1006,JAPA139,Short,36,36,21.6815
1006,THAI199,Sell,17,17,7.5459
1011,AUST264,Buy,214,214,9.4682
1011,HONG158,Buy,39,39,0.5411
1011,JAPA005,Sell,253,253,3.9446
1011,JAPA015,Sell,319,319,2.7303
1011,JAPA141,Short,27,27,4.8741
1011,SOUT052,Buy,17,17,13.3281
1011,SOUT097,Buy,1,1,123.7645
1011,TAIW032,Sell,6,6,10.3938
1011,TAIW052,Sell,1013,1013,0.2503
1012,JAPA144,Buy,200,140,6.7016
1017,AUST040,Buy,12,12,9.1599
1017,INDI157,Sell,29,1,10.0198
1017,JAPA139,Sell,26,26,21.8274
1017,JAPA144,Short,42,42,6.7494
1018,AUST174,Sell,80,80,22.4459
1018,JAPA007,Buy,10,10,31.9116
1018,MALA216,Sell,185,185,5.0949
1018,SING058,Buy,660,117,2.0116
1018,TAIW179,Buy,1519,1519,1.2355
1019,JAPA107,Sell,30,30,25.0294
1020,HONG103,Short,540,540,2.8167
1020,HONG243,Buy,373,373,0.6386
1020,JAPA221,Sell,92,50,12.4938
1020,JAPA258,Buy,15,15,12.4516
1024,AUST233,Buy,21,21,3.7334
1024,HONG227,Buy,2279,2279,0.8455
1024,JAPA132,Buy,108,108,17.603
1024,JAPA221,Buy,8,8,12.5792
1024,SOUT113,Short,25,25,108.0835
1028,HONG073,Short,231,231,0.6044
1028,HONG104,Sell,803,803,0.5464
1028,JAPA276,Buy,381,381,6.8464
1028,JAPA290,Sell,6,6,60.579
1029,AUST025,Sell,473,473,6.1069
1029,AUST271,Buy,494,494,2.6939
1029,HONG229,Sell,17,17,4.8672
1029,JAPA076,Buy,4,4,31.8231
1029,JAPA125,Sell,2,2,20.3566
1029,JAPA147,Buy,8,8,13.194
1029,JAPA177,Sell,24,24,38.5977
1029,JAPA261,Buy,14,14,49.4865
1029,JAPA276,Sell,133,133,6.9906
1029,JAPA287,Short,6,6,14.8816
1029,SOUT234,Sell,21,21,4.0158
1029,SOUT239,Sell,3,3,157.3336
1029,TAIW048,Sell,3957,3957,0.3846
1029,THAI278,Buy,105,105,0.2734
1030,AUST047,Buy,69,69,18.1917
1030,JAPA084,Buy,31,31,12.0443
1030,NEW 087,Short,438,438,2.1229
1036,JAPA146,Sell,374,374,3.4442
1036,NEW 087,Sell,906,906,2.1138
1036,SOUT243,Sell,462,462,3.6419
1037,AUST190,Sell,1,1,11.2303
1037,TAIW179,Sell,1402,1402,1.2641
1037,THAI233,Sell,1623,1623,0.7384
1040,JAPA030,Sell,21,21,26.6134
1040,JAPA240,Sell,25,25,26.1516
1045,JAPA290,Buy,2,2,59.3512
1045,TAIW288,Sell,9,9,1.448
1048,HONG275,Buy,15,15,16.8288
1048,JAPA005,Buy,154,140,4.0625
1048,JAPA060,Sell,338,338,4.7834
1048,JAPA099,Buy,449,449,5.6261
1048,JAPA117,Sell,945,434,3.205
1048,JAPA141,Buy,394,394,4.9055
1048,JAPA160,Sell,711,227,3.1341
1048,JAPA238,Buy,896,896,2.1341
1048,JAPA244,Buy,129,129,10.5921
1048,JAPA258,Short,49,49,12.3373
1048,NEW 028,Sell,293,293,4.7027
1048,SING089,Buy,6492,6492,0.2187
1048,SOUT128,Sell,1,1,6.8926
1052,HONG114,Sell,1341,1341,1.2765
1052,JAPA277,Buy,31,31,53.9139
1053,JAPA277,Buy,8,8,53.8988
1054,JAPA147,Sell,136,136,12.913
1055,AUST091,Sell,398,398,3.5698
1055,AUST248,Sell,161,161,2.3388
1055,AUST270,Short,204,204,3.3179
1055,HONG275,Buy,71,71,17.0486
1055,INDI054,Short,546,546,2.7729
1055,INDI064,Sell,546,546,1.716
1055,INDI230,Sell,28,28,13.2609
1055,JAPA005,Buy,4,4,3.8306
1055,JAPA006,Buy,49,49,21.7275
1055,JAPA007,Sell,6,6,31.516
1055,JAPA084,Short,95,95,12.0165
1055,JAPA086,Buy,3,3,35.7062
1055,JAPA105,Sell,816,816,2.2058
1055,JAPA182,Short,84,84,9.1984
1055,JAPA213,Buy,90,90,9.6816
1055,JAPA222,Buy,95,95,4.9693
1055,JAPA244,Sell,39,39,10.5965
1055,JAPA276,Short,3,3,6.8523
1055,SING090,Sell,1501,500,0.5427
1055,SOUT144,Sell,2,2,40.0868
1055,TAIW032,Buy,107,107,10.0969
1055,TAIW249,Sell,411,411,3.8624
1058,AUST073,Buy,24,24,54.4647
1058,AUST164,Sell,500,500,5.1758
1058,HONG099,Buy,326,326,0.3428
1058,HONG231,Buy,2168,2168,0.287
1058,JAPA285,Buy,278,245,3.0642
1060,HONG107,Sell,637,396,1.3528
1061,AUST080,Buy,4,4,66.9722
1069,JAPA190,Short,224,224,8.7366
1069,JAPA279,Sell,141,55,12.8182
1070,JAPA236,Short,5,5,58.9837
1070,JAPA258,Buy,7,7,12.2882
1070,THAI066,Sell,2433,2433,0.183
1077,AUST025,Short,41,41,6.0915
1077,HONG018,Buy,4303,4303,0.4676
1077,HONG098,Sell,2426,2426,0.6989
1077,HONG276,Buy,28875,28875,0.0477
1077,JAPA006,Sell,85,85,21.7261
1077,JAPA018,Buy,97,97,23.4821
1077,JAPA144,Short,65,65,6.7161
1077,JAPA179,Short,674,674,2.6872
1077,JAPA186,Sell,43,43,6.4146
1077,JAPA189,Short,67,67,20.7672
1077,JAPA203,Buy,381,381,4.1017
1077,SING221,Sell,266,159,2.5796
1077,TAIW136,Buy,1113,1113,0.4755
1077,TAIW141,Sell,1361,1361,0.5955
1081,JAPA076,Sell,45,45,31.5795
1081,JAPA286,Buy,119,119,4.6651
1084,HONG167,Buy,178,178,8.031
1084,JAPA009,Sell,114,114,2.9415
1085,AUST295,Buy,4,4,22.4325
1085,JAPA043,Buy,13,13,18.7953
1085,SOUT156,Buy,95,95,20.5853
1086,JAPA201,Sell,12,12,56.1871
1087,JAPA162,Buy,3,3,23.3391
1087,SOUT264,Sell,16,16,34.199
1087,TAIW209,Sell,1569,1569,0.2312
1087,THAI214,Sell,9695,9695,0.129
1088,AUST047,Buy,61,61,18.241
1088,AUST073,Buy,4,4,54.4984
1088,HONG005,Sell,200,200,5.6598
1088,HONG179,Buy,2696,2696,0.598
1088,JAPA132,Buy,37,37,17.6138
1088,JAPA202,Sell,8,2,13.5534
1088,JAPA230,Buy,1684,1684,1.4996
1088,JAPA276,Short,125,125,6.9637
1091,INDI091,Sell,2,2,17.5988
1096,SOUT297,Short,7,7,53.3921
1096,THAI203,Sell,952,952,1.5702
1103,HONG275,Buy,29,29,16.9461
1104,HONG018,Buy,733,733,0.4709
1104,HONG097,Short,1541,1541,0.3317
1104,JAPA086,Short,17,17,36.2216
1104,JAPA250,Buy,3,3,41.3181
1104,SOUT165,Buy,164,164,2.4892
1106,JAPA153,Short,73,73,2.0809
1106,JAPA175,Sell,100,100,2.1122
1106,JAPA182,Sell,32,32,9.0159
1106,JAPA234,Buy,622,622,1.1618
1106,SOUT277,Buy,8,5,206.4291
1114,SOUT097,Buy,3,3,131.9572
1119,JAPA240,Buy,49,49,25.8322
1121,JAPA142,Buy,66,66,3.2881
1121,TAIW006,Buy,1841,1841,1.0244
1123,INDI030,Buy,369,369,2.8448
1125,JAPA262,Short,58,58,9.8299
1125,JAPA287,Sell,99,99,15.2071
1126,HONG026,Sell,222,222,3.4642
1126,HONG142,Sell,4858,4858,0.1771
1126,HONG275,Short,79,17,16.9321
1126,INDO098,Buy,14064,10174,0.0393
1126,JAPA030,Sell,36,36,26.6809
1126,JAPA078,Buy,269,269,3.2683
1126,JAPA153,Sell,741,741,2.0871
1126,JAPA201,Short,24,24,57.5792
1126,JAPA284,Buy,101,11,8.9675
1126,JAPA297,Buy,434,434,3.764
1127,AUST047,Buy,48,48,18.1627
1127,INDI266,Sell,160,160,6.2246
1127,JAPA057,Sell,21,21,40.9435
1127,JAPA103,Buy,20,20,47.066
1127,JAPA116,Buy,65,38,15.7436
